Customer_ID,Region,Age,Account_Type,Credit_Score,Annual_Income,Total_Loan_Amount,Overdue_Amount,Last_Payment_Date,Default_Flag,Customer_Since,Profit_Contribution,Churn_Risk,Income_Group,Loan_Category,Overdue_Flag,Tenure_Years,Age_Group,Churn_Score
C0373,North,42,,692.2,655360.0,361740.0,0.0,2025-01-29,No,2020-02-24,16833.37,Medium,Others,Medium,No,5.4,Middle Aged,2
C0374,East,38,Savings,642.8,540599.0,375361.0,0.0,2025-05-23,No,2019-07-01,19139.53,Low,Others,Medium,No,6.1,Middle Aged,1
C0375,South,40,Credit,691.5,447967.0,203773.0,0.0,2025-05-08,No,2018-05-14,22710.52,Low,Others,Medium,No,7.2,Middle Aged,1
C0376,East,30,,699.7,982599.0,274428.0,0.0,2025-07-21,No,2021-07-27,17043.32,Medium,Others,Medium,No,4.0,Middle Aged,2
C0377,South,56,Credit,629.2,537828.0,155682.0,15000.0,2025-05-26,No,2022-10-21,17896.17,Medium,Others,Small,Yes,2.8,Senior,2
C0378,West,22,Loan,696.5,823985.0,168319.0,25000.0,2025-07-18,No,2018-06-28,18753.43,Low,Others,Small,Yes,7.1,Young,1
C0379,South,24,Credit,689.2,1104721.0,250510.0,0.0,2025-06-20,No,2018-12-01,26732.23,Low,High Income,Medium,No,6.7,Young,1
C0380,South,34,,789.4,321105.0,207722.0,0.0,2025-06-17,No,2023-10-13,19335.73,High,Others,Medium,No,1.8,Middle Aged,3
C0381,West,26,Credit,666.7,614151.0,294141.0,25000.0,2025-03-12,No,2017-04-20,20383.69,Low,Others,Medium,Yes,8.3,Young,1
C0382,West,43,Loan,658.8,376527.0,196252.0,0.0,2025-05-06,No,2024-05-23,21256.44,High,Others,Small,No,1.2,Middle Aged,3
C0383,South,44,Savings,681.0,571703.0,286590.0,0.0,,No,2021-11-26,12308.09,Low,Others,Medium,No,3.7,Middle Aged,1
C0384,North,48,Savings,749.6,935057.0,267412.0,0.0,2025-05-10,No,2017-08-22,10374.94,Low,Others,Medium,No,7.9,Middle Aged,1
C0385,South,37,Credit,680.0,449918.0,295339.0,0.0,2025-03-17,No,2017-12-02,23756.57,Medium,Others,Medium,No,7.7,Middle Aged,2
C0386,West,47,Loan,672.3,525414.0,248519.0,0.0,2025-01-24,No,2023-09-17,16107.36,High,Others,Medium,No,1.9,Middle Aged,3
C0387,West,36,,647.6,848838.0,236408.0,,2025-06-06,No,2020-05-24,9247.08,High,Others,Medium,No,5.2,Middle Aged,3
C0388,South,24,Loan,692.4,730081.0,257539.0,0.0,2025-02-10,No,2017-03-14,24701.85,Low,Others,Medium,No,8.4,Young,1
C0389,South,33,Credit,719.5,305979.0,316945.0,0.0,2025-06-09,No,2016-09-12,14319.35,Unknown,Others,Medium,No,8.9,Middle Aged,0
C0390,West,34,,603.7,706515.0,266043.0,0.0,2025-07-12,No,2017-03-25,18484.69,Low,Others,Medium,No,8.3,Middle Aged,1
C0391,East,41,Credit,709.2,1095288.0,132682.0,0.0,2025-04-28,No,2018-04-05,13559.13,Medium,High Income,Small,No,7.3,Middle Aged,2
C0392,North,50,Savings,719.0,641885.0,355829.0,0.0,2025-05-25,No,2023-05-21,16756.72,Medium,Others,Medium,No,2.2,Middle Aged,2
C0393,North,25,Credit,679.4,449521.0,277272.0,0.0,2025-01-25,Yes,2018-06-06,17070.15,Low,Others,Medium,No,7.1,Young,1
C0394,North,44,Credit,680.6,841928.0,344922.0,10000.0,2025-02-03,No,2023-09-24,17049.63,Low,Others,Medium,Yes,1.8,Middle Aged,1
C0395,South,52,Savings,626.4,836043.0,339438.0,0.0,2025-05-13,No,2023-04-10,20875.76,Low,Others,Medium,No,2.3,Senior,1
C0396,East,51,Loan,651.4,366678.0,301768.0,0.0,2025-04-10,No,2020-03-14,-466.95,Unknown,Others,Medium,No,5.4,Senior,0
C0397,South,29,,625.7,835875.0,163840.0,0.0,2025-04-14,Yes,2016-06-17,17986.15,High,Others,Small,No,9.1,Young,3
C0398,South,51,,626.9,460343.0,314770.0,0.0,2025-03-20,Yes,2020-05-16,24637.15,Low,Others,Medium,No,5.2,Senior,1
C0399,West,48,Loan,667.4,580498.0,356678.0,0.0,2025-05-31,No,2020-09-24,15212.59,Low,Others,Medium,No,4.8,Middle Aged,1
C0400,South,42,,770.1,776620.0,286023.0,0.0,2025-04-09,No,2016-05-09,15444.93,High,Others,Medium,No,9.2,Middle Aged,3
C0401,South,47,,604.8,910390.0,175145.0,0.0,2025-07-04,No,2015-09-21,20266.62,Unknown,Others,Small,No,9.9,Middle Aged,0
C0402,South,30,,564.5,731411.0,331146.0,0.0,2025-04-03,No,2018-02-09,27964.26,Medium,Others,Medium,No,7.5,Middle Aged,2
C0403,West,42,Loan,704.9,833185.0,281619.0,0.0,2025-04-18,No,2024-01-25,15712.33,Low,Others,Medium,No,1.5,Middle Aged,1
C0404,East,45,,615.0,455558.0,329366.0,0.0,2025-04-15,No,2018-06-17,27500.48,High,Others,Medium,No,7.1,Middle Aged,3
C0405,South,40,Credit,713.4,481660.0,220968.0,0.0,2025-03-10,No,2021-03-02,14300.05,Low,Others,Medium,No,4.4,Middle Aged,1
C0406,North,54,Credit,677.0,790959.0,308060.0,10000.0,2025-07-15,No,2024-07-04,11988.5,Low,Others,Medium,Yes,1.1,Senior,1
C0407,West,45,Credit,682.5,701413.0,200476.0,0.0,2025-04-02,No,2018-04-05,18096.45,Low,Others,Medium,No,7.3,Middle Aged,1
C0408,South,43,Loan,692.2,977352.0,175271.0,10000.0,2025-03-17,No,2020-03-04,17761.02,Medium,Others,Small,Yes,5.4,Middle Aged,2
C0409,East,35,Loan,636.9,838696.0,220599.0,0.0,2025-04-23,No,2023-11-21,14804.87,Low,Others,Medium,No,1.7,Middle Aged,1
C0410,North,48,,735.6,1086941.0,255231.0,0.0,2025-05-04,No,2019-05-18,14881.88,Low,High Income,Medium,No,6.2,Middle Aged,1
C0411,East,30,,612.4,395528.0,333452.0,0.0,,No,2022-11-11,14518.35,Medium,Others,Medium,No,2.7,Middle Aged,2
C0412,North,38,Loan,644.8,886396.0,386001.0,0.0,2025-01-26,No,2020-11-06,14740.54,Medium,Others,Medium,No,4.7,Middle Aged,2
C0413,East,38,Credit,652.6,732004.0,287634.0,0.0,2025-03-11,No,2017-09-04,10516.3,Medium,Others,Medium,No,7.9,Middle Aged,2
C0414,South,45,,756.0,601044.0,227930.0,0.0,2025-07-13,No,2020-01-19,15775.7,Low,Others,Medium,No,5.5,Middle Aged,1
C0415,West,43,,677.6,706559.0,193113.0,0.0,2025-02-14,No,2023-04-15,32108.78,Low,Others,Small,No,2.3,Middle Aged,1
C0416,South,34,,647.9,1040304.0,166881.0,0.0,2025-06-24,No,2021-04-20,6710.05,Unknown,High Income,Small,No,4.3,Middle Aged,0
C0417,North,39,Savings,607.5,515628.0,174703.0,0.0,2025-05-12,Yes,2021-12-26,20700.63,High,Others,Small,No,3.6,Middle Aged,3
C0418,North,44,Savings,675.8,737139.0,264800.0,0.0,2025-03-15,No,2020-03-27,13498.18,Low,Others,Medium,No,5.3,Middle Aged,1
C0419,South,27,Savings,721.5,862279.0,163880.0,0.0,2025-03-09,No,2018-07-23,7400.16,Low,Others,Small,No,7.0,Young,1
C0420,West,49,,712.8,392695.0,233882.0,0.0,,No,2020-11-14,22214.35,Low,Others,Medium,No,4.7,Middle Aged,1
C0421,North,50,Loan,738.5,654122.0,246739.0,0.0,2025-01-29,No,2018-05-27,17383.05,Medium,Others,Medium,No,7.2,Middle Aged,2
C0422,West,24,Credit,674.5,799497.0,221096.0,0.0,2025-06-17,Yes,2021-01-19,23363.62,Low,Others,Medium,No,4.5,Young,1
C0423,South,40,Loan,671.3,745062.0,222285.0,15000.0,2025-06-13,No,2021-12-29,7156.28,Low,Others,Medium,Yes,3.6,Middle Aged,1
C0424,East,36,,763.9,601511.0,251186.0,0.0,2025-06-10,No,2018-08-12,19305.95,Medium,Others,Medium,No,7.0,Middle Aged,2
C0425,East,27,Savings,714.5,599405.0,269762.0,0.0,2025-03-10,No,2016-09-17,22873.46,Medium,Others,Medium,No,8.9,Young,2
C0426,North,46,,645.1,525897.0,377876.0,0.0,2025-06-16,No,2021-03-25,17593.57,Low,Others,Medium,No,4.3,Middle Aged,1
C0427,North,34,Credit,692.0,799937.0,285400.0,15000.0,2025-03-05,No,2022-10-19,8796.64,Medium,Others,Medium,Yes,2.8,Middle Aged,2
C0428,East,42,Savings,750.9,836268.0,261575.0,0.0,2025-07-17,No,2017-02-02,33695.5,Low,Others,Medium,No,8.5,Middle Aged,1
C0429,West,47,Loan,669.5,914596.0,427290.0,0.0,,Yes,2022-06-16,26482.76,High,Others,Large,No,3.1,Middle Aged,3
C0430,North,37,Credit,735.3,828237.0,410604.0,0.0,2025-04-23,No,2018-06-19,13995.18,Unknown,Others,Large,No,7.1,Middle Aged,0
C0431,South,34,,766.0,1098503.0,192501.0,15000.0,2025-03-20,No,2021-12-25,16167.59,Medium,High Income,Small,Yes,3.6,Middle Aged,2
C0432,West,22,Loan,645.5,700819.0,309488.0,0.0,2025-01-25,No,2018-01-15,19867.71,Medium,Others,Medium,No,7.5,Young,2
C0433,North,35,Loan,752.2,448699.0,310990.0,0.0,2025-07-19,No,2018-11-29,24341.64,High,Others,Medium,No,6.7,Middle Aged,3
C0434,East,30,,686.8,732982.0,197923.0,0.0,2025-07-25,No,2021-08-17,22639.84,Medium,Others,Small,No,3.9,Middle Aged,2
C0435,West,29,,638.7,1289819.0,343351.0,0.0,2025-06-23,No,2018-01-01,28391.76,Low,High Income,Medium,No,7.6,Young,1
C0436,South,35,,646.6,901107.0,164085.0,0.0,2025-04-08,No,2023-01-14,9093.02,Medium,Others,Small,No,2.5,Middle Aged,2
C0437,North,38,Savings,637.4,735042.0,473894.0,0.0,2025-04-03,No,2016-04-17,23341.39,Medium,Others,Large,No,9.3,Middle Aged,2
C0438,South,48,,688.7,732931.0,220795.0,0.0,2025-05-04,Yes,2022-01-21,32727.24,Low,Others,Medium,No,3.5,Middle Aged,1
C0439,East,45,,633.7,811103.0,181099.0,0.0,2025-03-10,No,2020-05-13,20896.84,Low,Others,Small,No,5.2,Middle Aged,1
C0440,South,57,,665.9,784993.0,191526.0,0.0,2025-03-18,No,2016-05-27,17696.86,Low,Others,Small,No,9.2,Senior,1
C0441,North,64,Savings,701.6,424476.0,207642.0,0.0,2025-03-26,Yes,2023-05-31,20900.41,Medium,Others,Medium,No,2.2,Senior,2
C0442,East,44,,575.4,982567.0,350628.0,0.0,,No,2022-11-02,1354.76,Medium,Others,Medium,No,2.7,Middle Aged,2
C0443,South,31,Credit,706.7,172850.0,250253.0,10000.0,2025-03-21,No,2024-04-04,24391.03,Low,Others,Medium,Yes,1.3,Middle Aged,1
C0444,East,62,,692.6,516623.0,224820.0,0.0,2025-05-08,No,2021-11-07,13684.44,Low,Others,Medium,No,3.7,Senior,1
C0445,East,30,,712.6,871690.0,232403.0,0.0,2025-03-23,No,2023-06-22,-1478.3,High,Others,Medium,No,2.1,Middle Aged,3
C0446,West,43,Credit,677.7,547002.0,402147.0,0.0,2025-02-04,Yes,2016-04-02,27667.81,Low,Others,Large,No,9.3,Middle Aged,1
C0447,West,43,Loan,767.9,774421.0,279187.0,10000.0,2025-07-10,No,2023-01-09,3313.47,High,Others,Medium,Yes,2.5,Middle Aged,3
C0448,West,38,Loan,668.1,986031.0,275030.0,10000.0,2025-04-27,No,2022-04-20,17619.11,Medium,Others,Medium,Yes,3.3,Middle Aged,2
C0449,South,32,Loan,676.8,947488.0,215702.0,15000.0,2025-07-01,No,2021-09-28,17794.38,Low,Others,Medium,Yes,3.8,Middle Aged,1
C0450,East,49,Credit,704.8,708854.0,264365.0,0.0,2025-06-02,No,2017-08-02,15522.06,Low,Others,Medium,No,8.0,Middle Aged,1
C0451,West,52,Credit,655.4,324689.0,296478.0,0.0,2025-05-31,No,2016-12-09,9965.61,Medium,Others,Medium,No,8.6,Senior,2
C0452,East,25,Savings,670.7,576478.0,382127.0,0.0,2025-05-23,No,2018-04-20,17737.23,Unknown,Others,Medium,No,7.3,Young,0
C0453,South,47,Savings,623.1,659702.0,249511.0,10000.0,2025-05-12,No,2022-11-01,22148.27,Medium,Others,Medium,Yes,2.7,Middle Aged,2
C0454,West,55,Loan,749.8,782930.0,306335.0,0.0,2025-06-29,Yes,2022-10-01,24992.57,High,Others,Medium,No,2.8,Senior,3
C0455,West,44,,636.9,980674.0,302343.0,0.0,2025-04-01,No,2016-04-23,21206.96,Low,Others,Medium,No,9.3,Middle Aged,1
C0456,South,39,,697.8,743599.0,290606.0,0.0,2025-04-10,Yes,2018-07-31,31533.73,Unknown,Others,Medium,No,7.0,Middle Aged,0
C0457,West,42,,727.1,493495.0,279845.0,0.0,2025-02-15,No,2016-03-07,12097.35,High,Others,Medium,No,9.4,Middle Aged,3
C0458,West,49,Savings,648.5,498389.0,193144.0,0.0,2025-07-20,No,2018-01-03,14500.93,High,Others,Small,No,7.6,Middle Aged,3
C0459,North,40,Savings,725.1,518449.0,363946.0,10000.0,2025-02-04,No,2024-01-15,28866.7,Low,Others,Medium,Yes,1.5,Middle Aged,1
C0460,North,46,,726.3,480290.0,257373.0,0.0,2025-05-07,No,2019-08-04,19577.38,Medium,Others,Medium,No,6.0,Middle Aged,2
C0461,North,28,Savings,635.2,819446.0,178874.0,0.0,2025-03-13,No,2017-01-15,7792.56,Medium,Others,Small,No,8.5,Young,2
C0462,South,46,,732.2,807436.0,303447.0,0.0,2025-04-13,No,2023-10-25,26076.37,Medium,Others,Medium,No,1.8,Middle Aged,2
C0463,South,43,Loan,653.1,498289.0,102803.0,0.0,2025-03-23,No,2018-12-25,17338.9,Low,Others,Small,No,6.6,Middle Aged,1
C0464,North,45,Savings,653.1,713383.0,157349.0,10000.0,2025-05-01,No,2019-08-26,29317.32,Low,Others,Small,Yes,5.9,Middle Aged,1
C0465,East,37,,716.6,767012.0,273712.0,0.0,2025-06-09,No,2016-07-17,14341.65,Low,Others,Medium,No,9.0,Middle Aged,1
C0466,North,41,,738.1,537749.0,277645.0,,2025-02-17,No,2016-03-16,22525.8,Low,Others,Medium,No,9.4,Middle Aged,1
C0467,North,30,Savings,667.8,692139.0,239913.0,0.0,,No,2018-05-01,5503.69,Low,Others,Medium,No,7.2,Middle Aged,1
C0468,South,46,Credit,619.9,838376.0,350118.0,0.0,2025-04-25,No,2016-12-27,25038.0,Low,Others,Medium,No,8.6,Middle Aged,1
C0469,West,44,,734.5,1102454.0,326778.0,10000.0,2025-06-24,No,2019-10-07,33071.59,Low,High Income,Medium,Yes,5.8,Middle Aged,1
C0470,West,58,,768.4,601571.0,148449.0,0.0,,No,2021-02-19,15574.46,Low,Others,Small,No,4.4,Senior,1
C0471,West,44,,575.0,825102.0,316392.0,0.0,,No,2021-12-09,19470.85,Low,Others,Medium,No,3.6,Middle Aged,1
C0472,North,33,Savings,739.5,934224.0,291872.0,0.0,2025-02-18,No,2021-03-25,18717.03,Low,Others,Medium,No,4.3,Middle Aged,1
C0473,South,60,,680.2,902293.0,350611.0,0.0,2025-07-25,No,2023-11-02,23232.81,Low,Others,Medium,No,1.7,Senior,1
C0474,East,30,,619.7,774699.0,220172.0,0.0,2025-04-29,No,2018-05-31,34559.59,Low,Others,Medium,No,7.2,Middle Aged,1
C0475,West,37,Credit,697.1,1010832.0,314048.0,10000.0,2025-04-16,No,2017-12-22,12157.91,Low,High Income,Medium,Yes,7.6,Middle Aged,1
C0476,North,71,Credit,624.8,637491.0,125895.0,15000.0,2025-07-12,No,2019-03-22,24310.39,Low,Others,Small,Yes,6.4,Senior,1
C0477,East,58,Credit,758.7,606839.0,238687.0,0.0,2025-05-28,No,2017-06-25,13540.52,Low,Others,Medium,No,8.1,Senior,1
C0478,West,39,,726.6,752253.0,274896.0,0.0,2025-07-05,No,2016-07-27,26393.43,Medium,Others,Medium,No,9.0,Middle Aged,2
C0479,South,46,Credit,639.8,879071.0,202632.0,,2025-05-23,Yes,2020-04-29,22309.23,Low,Others,Medium,No,5.2,Middle Aged,1
C0480,West,41,Savings,739.6,675977.0,236318.0,0.0,2025-02-01,No,2021-06-08,16122.97,Low,Others,Medium,No,4.1,Middle Aged,1
C0481,South,38,,642.7,664645.0,133854.0,0.0,2025-05-24,No,2021-08-11,6382.29,Low,Others,Small,No,4.0,Middle Aged,1
C0482,West,35,,649.4,910379.0,173880.0,0.0,2025-05-13,No,2022-09-05,13910.51,Low,Others,Small,No,2.9,Middle Aged,1
C0483,North,32,Credit,615.2,608776.0,263607.0,0.0,2025-06-24,No,2017-06-27,16964.76,Medium,Others,Medium,No,8.1,Middle Aged,2
C0484,South,43,,724.1,623952.0,106143.0,0.0,2025-06-14,No,2017-05-31,18799.17,Low,Others,Small,No,8.2,Middle Aged,1
C0485,North,36,Savings,695.1,736767.0,451978.0,0.0,2025-06-28,No,2016-10-28,8588.97,Unknown,Others,Large,No,8.7,Middle Aged,0
C0486,North,48,,637.7,695069.0,108567.0,10000.0,2025-04-09,No,2024-05-28,16849.59,Low,Others,Small,Yes,1.2,Middle Aged,1
C0487,South,39,Loan,648.2,1047770.0,225907.0,0.0,2025-01-25,Yes,2019-12-31,29035.79,Low,High Income,Medium,No,5.6,Middle Aged,1
C0488,North,47,,659.3,861178.0,341789.0,,2025-06-05,Yes,2021-04-12,21094.57,High,Others,Medium,No,4.3,Middle Aged,3
C0489,South,37,Loan,722.3,690221.0,144611.0,0.0,2025-05-23,No,2023-10-02,-6598.05,Low,Others,Small,No,1.8,Middle Aged,1
C0490,South,25,Credit,658.8,907165.0,229516.0,0.0,2025-05-14,No,2017-06-02,28435.45,Medium,Others,Medium,No,8.2,Young,2
C0491,East,56,Credit,666.3,651323.0,227512.0,25000.0,2025-06-12,No,2015-09-14,22095.6,Low,Others,Medium,Yes,9.9,Senior,1
C0492,East,27,Savings,662.4,1236935.0,157505.0,0.0,2025-02-20,No,2021-07-06,25285.79,Low,High Income,Small,No,4.1,Young,1
C0493,North,55,Loan,621.6,743355.0,167702.0,0.0,2025-06-04,Yes,2015-08-28,12730.8,High,Others,Small,No,9.9,Senior,3
C0494,South,33,Credit,702.1,613923.0,278529.0,25000.0,2025-07-16,No,2020-04-18,18473.27,Medium,Others,Medium,Yes,5.3,Middle Aged,2
C0495,West,29,,691.0,943592.0,211510.0,0.0,2025-03-12,No,2017-11-22,20929.38,Medium,Others,Medium,No,7.7,Young,2
C0496,West,32,,700.1,793663.0,289000.0,0.0,2025-07-09,No,2020-01-15,12177.3,Medium,Others,Medium,No,5.5,Middle Aged,2
C0497,West,44,Loan,664.6,532283.0,183499.0,0.0,2025-03-19,No,2023-04-07,22369.48,Low,Others,Small,No,2.3,Middle Aged,1
C0498,West,44,Loan,747.7,837778.0,239365.0,0.0,2025-04-22,No,2018-10-06,10528.92,High,Others,Medium,No,6.8,Middle Aged,3
C0499,North,40,,634.5,512699.0,199917.0,0.0,2025-07-17,No,2015-09-29,19443.37,High,Others,Small,No,9.8,Middle Aged,3
C0500,West,49,Credit,759.6,658846.0,246644.0,0.0,2025-03-20,No,2017-08-10,10288.47,Low,Others,Medium,No,8.0,Middle Aged,1
C0501,East,35,Loan,749.4,622996.0,278724.0,0.0,2025-07-20,No,2015-11-23,15205.07,Medium,Others,Medium,No,9.7,Middle Aged,2
C0502,West,29,Loan,800.5,744298.0,251596.0,0.0,2025-03-18,No,2020-09-03,27093.86,Low,Others,Medium,No,4.9,Young,1
C0503,West,19,Savings,766.2,642510.0,271550.0,0.0,2025-06-28,No,2021-07-22,7574.94,Low,Others,Medium,No,4.0,Young,1
C0504,North,37,,692.5,521301.0,188905.0,0.0,2025-02-24,No,2022-08-05,15629.93,Low,Others,Small,No,3.0,Middle Aged,1
C0505,East,35,Credit,742.9,592933.0,276884.0,0.0,2025-07-25,No,2016-12-04,26032.67,Low,Others,Medium,No,8.6,Middle Aged,1
C0506,East,29,Loan,717.1,722774.0,202001.0,0.0,2025-07-13,No,2016-12-19,18670.23,Medium,Others,Medium,No,8.6,Young,2
C0507,North,41,,744.8,556234.0,305875.0,0.0,2025-03-06,No,2021-05-15,24043.23,Medium,Others,Medium,No,4.2,Middle Aged,2
C0508,West,42,Savings,714.8,407555.0,162080.0,10000.0,2025-04-11,Yes,2023-07-11,29175.03,Low,Others,Small,Yes,2.0,Middle Aged,1
C0509,South,31,Credit,727.8,875209.0,360450.0,,2025-07-04,No,2019-07-16,11293.44,Low,Others,Medium,No,6.0,Middle Aged,1
C0510,East,27,Savings,674.6,540130.0,188487.0,10000.0,2025-06-11,No,2022-02-25,9988.97,Low,Others,Small,Yes,3.4,Young,1
C0511,North,46,Credit,670.5,764811.0,163923.0,0.0,2025-05-03,No,2018-04-02,19558.41,Low,Others,Small,No,7.3,Middle Aged,1
C0512,East,45,Loan,597.5,701976.0,405673.0,0.0,2025-04-24,Yes,2018-10-21,17021.82,Medium,Others,Large,No,6.8,Middle Aged,2
C0513,South,45,Credit,756.1,510217.0,381052.0,0.0,2025-07-20,No,2016-01-12,17838.72,Medium,Others,Medium,No,9.5,Middle Aged,2
C0514,South,46,,624.8,884794.0,212329.0,0.0,2025-02-28,No,2023-02-14,16057.96,Medium,Others,Medium,No,2.4,Middle Aged,2
C0515,West,52,,667.1,770501.0,207224.0,0.0,2025-07-07,Yes,2021-11-23,19498.68,Low,Others,Medium,No,3.7,Senior,1
C0516,North,21,,719.0,375040.0,159322.0,0.0,2025-04-06,No,2015-09-27,18093.29,Medium,Others,Small,No,9.8,Young,2
C0517,South,49,Loan,685.3,952741.0,186526.0,0.0,2025-04-09,No,2019-12-16,35275.35,Medium,Others,Small,No,5.6,Middle Aged,2
C0518,East,48,Savings,669.2,871863.0,285004.0,0.0,2025-06-05,No,2015-08-25,24050.94,Low,Others,Medium,No,9.9,Middle Aged,1
C0519,South,29,,800.6,1003279.0,295159.0,0.0,2025-02-04,Yes,2020-06-23,23386.74,High,High Income,Medium,No,5.1,Young,3
C0520,South,61,,592.8,816449.0,245052.0,0.0,2025-04-23,No,2018-01-27,23605.24,Medium,Others,Medium,No,7.5,Senior,2
C0521,North,36,Savings,774.4,811311.0,149839.0,0.0,2025-01-27,No,2019-09-16,5075.64,Low,Others,Small,No,5.9,Middle Aged,1
C0522,West,50,Loan,701.5,786678.0,87677.0,0.0,2025-07-06,No,2016-04-15,17371.2,Low,Others,Small,No,9.3,Middle Aged,1
C0523,North,34,Savings,731.9,396131.0,37588.0,10000.0,2025-04-21,Yes,2022-10-20,15555.45,Low,Others,Small,Yes,2.8,Middle Aged,1
C0524,North,27,,704.2,792333.0,190584.0,0.0,2025-03-07,No,2022-12-17,2109.37,Medium,Others,Small,No,2.6,Young,2
C0525,West,42,,702.5,598039.0,252583.0,0.0,2025-03-23,Yes,2015-08-14,10821.42,Medium,Others,Medium,No,10.0,Middle Aged,2
C0526,South,37,Loan,688.0,710661.0,379260.0,0.0,2025-05-04,Yes,2016-11-08,23992.68,High,Others,Medium,No,8.7,Middle Aged,3
C0527,South,30,Loan,669.7,822043.0,261773.0,0.0,2025-06-15,No,2023-05-07,18268.38,High,Others,Medium,No,2.2,Middle Aged,3
C0528,North,34,Loan,570.7,928767.0,280248.0,0.0,2025-03-07,No,2023-07-03,23420.94,High,Others,Medium,No,2.1,Middle Aged,3
C0529,North,26,Credit,644.5,642290.0,191218.0,0.0,2025-05-16,No,2017-02-03,29258.77,Low,Others,Small,No,8.5,Young,1
C0530,North,53,Loan,671.7,564123.0,221722.0,10000.0,2025-04-06,No,2023-02-24,17203.08,Low,Others,Medium,Yes,2.4,Senior,1
C0531,North,39,Credit,653.5,397106.0,274119.0,0.0,2025-04-26,No,2024-05-25,22828.38,Unknown,Others,Medium,No,1.2,Middle Aged,0
C0532,East,37,Credit,748.5,985892.0,359834.0,0.0,2025-01-28,No,2016-01-30,15507.3,High,Others,Medium,No,9.5,Middle Aged,3
C0533,North,33,Savings,770.9,855031.0,291478.0,0.0,2025-05-21,No,2019-03-28,21215.02,Medium,Others,Medium,No,6.3,Middle Aged,2
C0534,East,53,Savings,668.4,932923.0,304918.0,0.0,2025-03-23,No,2016-12-20,18292.86,Low,Others,Medium,No,8.6,Senior,1
C0535,South,39,Loan,740.9,309780.0,260769.0,0.0,2025-07-16,No,2021-02-12,18194.75,High,Others,Medium,No,4.5,Middle Aged,3
C0536,North,39,Credit,755.4,561570.0,348101.0,10000.0,2025-03-27,Yes,2018-01-17,10569.47,High,Others,Medium,Yes,7.5,Middle Aged,3
C0537,North,39,Credit,709.0,558621.0,314167.0,,,No,2017-11-18,20587.48,High,Others,Medium,No,7.7,Middle Aged,3
C0538,South,37,Savings,744.1,917548.0,283263.0,0.0,2025-06-21,No,2024-01-08,10785.05,Medium,Others,Medium,No,1.5,Middle Aged,2
C0539,West,45,Credit,586.5,467643.0,228765.0,0.0,2025-04-15,No,2016-03-21,31968.82,Medium,Others,Medium,No,9.4,Middle Aged,2
C0540,East,35,Savings,638.0,655051.0,165050.0,0.0,2025-03-11,Yes,2016-09-25,22754.85,Medium,Others,Small,No,8.8,Middle Aged,2
C0541,North,45,Credit,662.1,672121.0,305474.0,0.0,2025-06-30,No,2018-09-17,20667.85,Low,Others,Medium,No,6.9,Middle Aged,1
C0542,West,35,Savings,662.1,683695.0,236319.0,0.0,2025-03-21,No,2024-06-13,20248.61,Medium,Others,Medium,No,1.1,Middle Aged,2
C0543,East,39,Loan,678.1,353760.0,362120.0,25000.0,2025-06-24,No,2018-11-02,6129.39,Low,Others,Medium,Yes,6.7,Middle Aged,1
C0544,East,43,Loan,629.0,886886.0,231869.0,0.0,2025-02-14,No,2020-03-18,26240.56,Low,Others,Medium,No,5.4,Middle Aged,1
C0545,West,39,Credit,649.9,786453.0,285253.0,0.0,2025-02-01,No,2019-05-11,25085.29,Medium,Others,Medium,No,6.2,Middle Aged,2
C0546,South,35,Savings,580.7,577995.0,300802.0,0.0,2025-03-01,Yes,2020-03-04,13799.73,Medium,Others,Medium,No,5.4,Middle Aged,2
C0547,North,11,Loan,661.3,492291.0,127654.0,0.0,,No,2020-03-11,22017.34,High,Others,Small,No,5.4,Young,3
C0548,East,28,Savings,710.4,842864.0,237104.0,0.0,2025-07-17,No,2021-04-20,18642.65,Low,Others,Medium,No,4.3,Young,1
C0549,North,28,Credit,592.4,622015.0,261854.0,0.0,2025-05-11,Yes,2022-04-08,32542.37,High,Others,Medium,No,3.3,Young,3
C0550,West,31,Loan,706.3,472439.0,289255.0,10000.0,2025-05-09,No,2021-07-06,17395.3,Medium,Others,Medium,Yes,4.1,Middle Aged,2
C0551,South,30,,642.4,406643.0,212395.0,0.0,2025-05-16,No,2018-12-27,24132.14,Low,Others,Medium,No,6.6,Middle Aged,1
C0552,South,50,Credit,661.2,936471.0,286134.0,0.0,2025-06-29,No,2022-03-08,14433.11,High,Others,Medium,No,3.4,Middle Aged,3
C0553,West,28,Loan,724.7,878591.0,387222.0,10000.0,2025-03-24,No,2016-07-26,17757.85,Low,Others,Medium,Yes,9.0,Young,1
C0554,South,22,Credit,614.3,1053331.0,112295.0,0.0,2025-06-29,No,2018-03-12,13724.07,Low,High Income,Small,No,7.4,Young,1
C0555,South,36,,701.9,737035.0,281908.0,10000.0,2025-05-04,No,2015-09-22,31756.66,Medium,Others,Medium,Yes,9.8,Middle Aged,2
C0556,South,43,,713.2,555151.0,293975.0,0.0,2025-06-22,No,2017-02-08,16830.99,Low,Others,Medium,No,8.5,Middle Aged,1
C0557,South,49,Loan,702.6,936699.0,161647.0,0.0,2025-05-07,No,2020-07-10,32986.11,Low,Others,Small,No,5.0,Middle Aged,1
C0558,East,49,Credit,594.0,1065536.0,318848.0,0.0,2025-02-15,No,2016-12-07,13873.12,Low,High Income,Medium,No,8.6,Middle Aged,1
